"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 27 14:06:16 UTC 2023","Mon Nov 27 14:06:24 UTC 2023","8073","Step_Definition","google_sd","","","","test_user_validates_title_1","/home/runner/work/e2e_test/e2e_test/Features/google.feature: User validates title 1"
"passed","Mon Nov 27 14:06:24 UTC 2023","Mon Nov 27 14:06:27 UTC 2023","3058","Step_Definition","google_sd","","","","test_user_validates_title_2","/home/runner/work/e2e_test/e2e_test/Features/google.feature: User validates title 2"
