"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 29 03:45:45 UTC 2023","Wed Nov 29 03:45:49 UTC 2023","3892","Step_Definition","google_sd","","","","test_user_validates_title_1","/home/runner/work/e2e_test/e2e_test/Features/google.feature: User validates title 1"
"passed","Wed Nov 29 03:45:49 UTC 2023","Wed Nov 29 03:45:52 UTC 2023","2938","Step_Definition","google_sd","","","","test_user_validates_title_2","/home/runner/work/e2e_test/e2e_test/Features/google.feature: User validates title 2"
