"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 28 18:11:59 UTC 2023","Tue Nov 28 18:12:02 UTC 2023","2811","Step_Definition","google_sd","","","","test_user_validates_title_2","/home/runner/work/e2e_test/e2e_test/Features/google.feature: User validates title 2"
"passed","Tue Nov 28 18:11:56 UTC 2023","Tue Nov 28 18:11:59 UTC 2023","3328","Step_Definition","google_sd","","","","test_user_validates_title_1","/home/runner/work/e2e_test/e2e_test/Features/google.feature: User validates title 1"
